velocity
-1.5
-1.6658943349847841
-1.8513023685331629
-2.004162048485792
-2.1569657402181814
-2.352702433855253
-2.541413847202885
-2.485947279578235
-2.540444087890805
-2.7551447372530196
-2.7695846787553693
-2.798761325934244
-2.958389184766099
-3.151071886476223
-3.3553453649971954
-3.662716452025903
-3.8542861613514643
-4.240870356735909
-4.360811244035971
-4.609480492054001
-4.877666570125991
-5.100755227473423
-5.388241654267115
-5.484008566461629
-5.863834737442192
-6.063164836588514
-6.339596350271269
-6.504431428459297
-6.752868582249443
-7.007016852258888
-7.206058209558891
-7.358039713932887
-7.693446499410091
-7.771330671918239
-8.059355909083987
-8.350710732647833
-8.580020117545162
-8.910217475304533
-9.020519196478025
-9.320682469026341
-9.38738449671753
-9.56642506358528
-9.935581133790345
-10.245676474625068
-10.412526638912164
-10.54902748796018
-10.823970820986457
-10.880265760580595
-11.061694736325306
-11.228540308937733
-11.432144515146494
-11.635790317575722
-11.767250783948345
-12.086663171642671
-12.285091666764503
-12.390049993420302
-12.631615252246897
-12.699842258973465
-12.92471335092796
-13.11234111315028
-13.160126017305975
-13.54313903763627
-13.577127170955272
-13.866718010540277
-14.030823325709063
-14.202897743751333
-14.30440618813307
-14.48495916278178
-14.699664402351635
-14.83115917656251
-14.900434473795848
-14.990172381224216
-15.177938497177971
-15.414200344052128
-15.602978831390491
-15.687159965290729
-15.983287769531486
-16.182466240360505
-16.607473228741245
-16.80722650390415
-16.96717154289304
-17.0996531147196
-17.3442915656897
-17.524614488578305
-17.624181517231
-17.729421864175755
-18.012066790594144
-18.21823786366071
-18.49731636752663
-18.513436465146217
-18.80472668172911
-18.936917198815184
-19.091966242640478
-19.205557760454187
-19.286085484363326
-19.35372306594671
-19.557568524756007
-19.859596465546513
-19.96014493316357
-20.06943558032991
-20.3055525766389
-20.279618599807495
-20.510087864076034
-20.648636942987633
-20.667588665180205
-20.812076993937374
-21.147807729993193
-21.494509258575675
-21.744867602265167
-21.981302595118464
-22.218439495188186
-22.37163429318556
-22.6143599002758
-22.9214959479971
-23.08839027279675
-23.270155763913216
-23.423429114829123
-23.683150553638807
-23.935297150589495
-24.08055431771246
-24.474268903826452
-24.469044394619534
-24.62618141425802
-24.947200707696442
-25.179445847833172
-25.35938743313081
-25.662208208979248
-25.993241435054458
-26.192542995317602
-26.444924364365672
-26.744345362576023
-26.83140371093633
-27.096179827008996
-27.209602907062752
-27.4126007391579
-27.73953870027384
-27.99484509621219
-28.216481257237696
-28.291270092894603
-28.45650688100758
-28.747668594199947
-28.95556237721235
-29.18897241030046
-29.25400759167413
-29.527418392564698
-29.585369866732083
-29.7705915501016
-30.041727974193538
-30.317761589551942
-30.460998790658916
-30.4932062424008
-30.793821349391198
-30.902271097112557
-31.117960959043728
-31.469878976740677
-31.808773080748832
-32.09502328115844
-32.30418004924836
-32.3186883642897
-32.45529824158437
-32.55210303454174
-32.6813300438673
-32.877647652925646
-33.05713595943627
-33.19219668912828
-33.22361944530648
-33.35530306110052
-33.68421644132758
-33.720404097130135
-33.789089805719854
-34.03747785081716
-34.21234254664241
-34.525769930522806
-34.62581235108335
-34.89441214085872
-35.20198221389388
-35.454879449524526
-35.66210240011181
-35.908507964581986
-36.09451673483564
-36.339325006804756
-36.62688944739204
-36.86314392419907
-37.02384287678299
-37.188569209128254
-37.11721093989561
-37.425242453865074
-37.585119309264
-37.59998620264212
-37.849867403956125
-38.03287384866873
-38.38668010990053
-38.55520905621021
-38.84225091691378
-39.145232547117544
-39.2515601672897
-39.439473361794484
-39.62626333361832
-39.720820402685604
-39.97277686545669
-40.275226466825174
-40.48713697917965
-40.79560203692539
-40.97020537074559
-41.18276739432578
-41.544880049405855
-41.801904073138864
-41.864321649908554
-42.08493367802637
-42.15965022082197
-42.452580054139084
-42.62375827220602
-42.78624578216198
-43.034836949547504
-43.15584880586905
-43.33304070053404
-43.59131699740773
-43.864596864769844
-44.015998235555486
-44.114644625039375
-44.240125389851514
-44.4134533050943
-44.551930843710366
-44.77263976256581
-45.14285254389844
-45.39035931374954
-45.54312819655587
-45.76347017307889
-45.95828824594564
-46.154527533686284
-46.235240579276535
-46.319779262615846
-46.67380521740116
-46.82714912467018
-47.08611121030132
-47.03961787005132
-47.25991686724873
-47.50528789404887
-47.51421577068184
-47.603707181550206
-47.69495205881105
-47.903229317976134
-48.08840395854207
-48.18490834571047
-48.44752868003556
-48.58287365531805
-48.758421387809435
-49.120120846211684
-49.51319928247071
-49.73548594908793
-50.04839042996619
-50.206791724943436
-50.354664647801286
-50.76640153952355
-50.95313681258711
-51.25921131810538
-51.5261043906273
-51.604128881229705
-51.72930740581358
-51.95286695997032
-52.304708447227505
-52.616578193855986
-52.7555482632316
-52.89813671789159
-52.99493174790626
-53.211482995718974
-53.33708026872594
-53.318264865098044
-53.502175766891256
-53.6655076998571
-53.81392749570949
-54.05667685540732
-54.31229442976004
-54.40661577239054
-54.51729246607891
-54.885310498657276
-55.084294450084315
-55.10751092638484
-55.49440539508234
-55.630484637552755
-55.86089378275102
-56.005767920398824
-56.26036493107411
-56.484940145230944
-56.6962871363216
-57.00255317701289
-57.23721266038485
-57.56412487389771
-57.69685606424909
-57.779878727734925
-57.93740019099909
-58.3073601294828
-58.33893569208714
-58.55096285476593
-58.89641740748766
-59.04463964494353
-59.31684721636773
-59.42539502932447
-59.66873996379646
-59.82717133953494
-59.97171525728686
-60.2285348268216
-60.544028252212556
-60.77290958228915
-61.08971689293142
-61.216437833626955
-61.42412647012064
-61.596425052053554
-61.59855853459975
-61.841711872084815
-62.06055040909887
-62.20030709138236
-62.35833750964769
-62.51219811869583
-62.65319091077072
-62.71355703001118
-63.060477008294
-63.232426006807685
-63.72964985126726
-64.03515177070636
-64.34488683347251
-64.52353675944227
-64.65991768081109
-64.78467865429474
-64.88955242997662
-65.05293453337934
-65.45497059029557
-65.54428750857316
-65.55267736933114
-65.60051933907467
-65.98411448885925
-65.98868239326077
-66.22111836766098
-66.60108499669774
-66.92533234932944
-67.1833810610959
-67.4823865349163
-67.53213679227062
-67.5941255388316
-67.72284924393716
-67.88289052666006
-67.8516808273846
-67.90256687346648
-68.1333387581542
-68.31005936485263
-68.4759014129487
-68.72467880230725
-69.0061741344991
-69.35086954030989
-69.51604457353119
-69.70799000961708
-69.95840624772195
-70.09350520818217
-70.24506241667059
-70.37247780022989
-70.54274043446543
-70.67767182376745
-70.84954318802045
-71.11947043484402
-71.42443126533499
-71.51755283916921
-71.71482525159095
-71.99570059058465
-72.12492235861177
-72.38444763544315
-72.46688970952312
-72.83721927713965
-73.003325690842
-73.18118969063319
-73.18948259987498
-73.34425210453637
-73.60043223477861
-74.02215624649708
-74.34737555061227
-74.42277055651114
-74.60318270851529
-74.82181115923473
-74.95166425265877
-75.0302878498892
-75.1010801001989
-75.17164208573978
-75.36110559685808
-75.29914669773817
-75.50992501809334
-75.60124725203224
-75.90435228326457
-76.04555156167744
-76.31948449467973
-76.70609872995875
-77.05315317533632
-77.42800788470342
-77.80976736961087
-77.94239755605129
-78.10362620151187
-78.38891392105369
-78.82151417285542
-79.24908951078663
-79.3306831472745
-79.40511136193953
-79.61833538566644
-79.64584672353881
-79.73660889283926
-79.98653216043736
-80.21378522140311
-80.4994916378709
-80.81461548236427
-80.72690144727022
-80.79577512868822
-80.96986468674628
-81.13733946961877
-81.23382736385233
-81.31869297166556
-81.65168435325626
-81.88544149466289
-82.10924709548365
-82.2089665511609
-82.40214596791674
-82.64032656984865
-82.7579923242251
-82.89449816264082
-83.03906487418858
-83.15607159512841
-83.40401855054326
-83.51701393926871
-83.64517671149324
-83.87395265950545
-84.20310711087915
-84.38439437050235
-84.77952233647464
-84.99263647320174
-85.3385209324535
-85.40101364826407
-85.63021495615061
-85.65994229092239
-85.92887128569025
-86.0269801221784
-86.19481570729499
-86.5153681074193
-86.64423831481223
-86.83938085160256
-87.07591885319479
-87.4492027505613
-87.6815571625786
-87.84843936515847
-88.1398292615031
-88.2655047116525
-88.36138837652516
-88.63689290493168
-88.89536259610314
-89.17364241405612
-89.39496160322429
-89.6674965498438
-89.90230588339604
-90.0436872723144
-90.16535043499246
-90.35214212750957
-90.49424276043739
-90.70694728431627
-91.01957147474907
-91.10632956915393
-91.34460528570493
-91.48177274959727
-91.62510762997975
-91.82431394511514
-92.0582331777958
-92.32548747511746
-92.62860316460949
-92.8153277638048
-92.87963202042977
-93.0513324497459
-93.26479626449486
-93.54560553213501
-93.71270477729215
-93.9645525204383
-94.12685573398382
-94.2488673634516
-94.37749904983053
-94.66855264428997
-94.79943489141066
-94.92945210580841
-95.17086749826821
-95.4814174925575
-95.62493273707791
-95.74872358553557
-96.03428377675245
-96.33129503640316
-96.2378932689059
-96.49839344952892
-96.45082802922047
-96.61388161555487
-96.87039365897203
-96.96474253059392
-97.31689498587029
-97.57502795852415
-97.85240867310299
-98.02307936040937
-98.32719626035035
-98.50752529536157
-98.63341521922723
-98.93148963651214
