RunID,Step,X,Y,Status
1,1,-2.5,-0.15,success
1,2,-2.4062271840842233,-0.10884469119293097,success
1,3,-2.309661365879904,-0.14623860995715068,success
1,4,-2.209421934868328,-0.16560046157999528,success
1,5,-2.149774394535115,-0.2496420171402055,success
1,6,-2.030338310182196,-0.29399902228271324,success
1,7,-2.041746463732335,-0.3977040940054845,success
1,8,-1.9946463615032692,-0.5072946725574962,success
1,9,-2.0036343991241043,-0.6074502000719214,success
1,10,-1.9065600366318356,-0.6776214104308304,success
1,11,-1.8784809101973423,-0.7865273614058752,success
1,12,-1.860392687423368,-0.9041319343603703,success
1,13,-1.842869290510469,-1.020337656841043,success
1,14,-1.8340148014187374,-1.142504205940399,success
1,15,-1.7444389047598154,-1.1983765760247709,success
1,16,-1.7376501752597158,-1.3205830035008865,success
1,17,-1.700945715174951,-1.4315930429069055,success
1,18,-1.6121920617071144,-1.478373578049651,success
1,19,-1.5022385100089994,-1.4473710817572447,success
1,20,-1.39745307388889,-1.4839039685262065,success
1,21,-1.2752232435488178,-1.521883641543644,success
1,22,-1.2326347484502338,-1.4017737922912579,success
1,23,-1.2028143214895841,-1.277405557556178,success
1,24,-1.1127893218837517,-1.23201067823183,success
1,25,-1.0043456479826771,-1.2456089516292561,success
1,26,-0.8894088495059618,-1.2887248828555202,success
1,27,-0.7850530339558557,-1.2982657366023376,success
1,28,-0.679594405070874,-1.3266175149327961,success
1,29,-0.5889319598539396,-1.2645800381511054,success
1,30,-0.4831957279430804,-1.2818506962150766,success
1,31,-0.3909621755531602,-1.2316073589215588,success
1,32,-0.2932141498564704,-1.21043237778796,success
1,33,-0.1977050139708999,-1.1765953706154624,success
1,34,-0.09475477103161553,-1.154417769416211,success
1,35,-0.039756464784918816,-1.2684634279628815,success
1,36,0.013508042433744968,-1.3564323854545715,success
1,37,0.09628349511911093,-1.4147025785538148,success
1,38,0.2000383332403691,-1.4418236985180681,success
1,39,0.2979652685781242,-1.4695574870543309,success
1,40,0.38407137324587354,-1.5204323948837373,success
1,41,0.4670272690846267,-1.5812622736361612,success
1,42,0.5815975955019063,-1.5319040160561677,success
1,43,0.6933035002986576,-1.478289197417245,success
1,44,0.7930894538836368,-1.5466791742701285,success
1,45,0.8671764732289376,-1.6440025624000074,success
1,46,0.9681054601406235,-1.626739997006793,success
1,47,1.0578824533330518,-1.5684873959878902,success
1,48,1.1585175068676477,-1.5438483413815791,success
1,49,1.1898999626108802,-1.4238175143894374,success
1,50,1.261281857016604,-1.3527171201054355,success
1,51,1.332851328842768,-1.2813091785881083,success
1,52,1.390197054961993,-1.188664835356001,success
1,53,1.4395201900407466,-1.0867741886795346,success
1,54,1.5256189675024494,-1.0357563691607659,success
1,55,1.6414152642988975,-1.0248744217565837,success
1,56,1.7103374835868907,-0.949755481609078,success
1,57,1.805274688694569,-0.9105877750450132,success
1,58,1.8726292012383532,-0.8335248114420452,success
1,59,1.9700009582331404,-0.7981069281851562,success
1,60,2.0949625774051235,-0.80528086247757,success
1,61,2.140427145777773,-0.6951365746297465,success
1,62,2.218984902122116,-0.6324701700155212,success
1,63,2.310346243443143,-0.5853592710803824,success
1,64,2.4081285007162987,-0.5408562883437663,success
1,65,2.395371654636183,-0.4260918534395532,success
1,66,2.4325427134172606,-0.33292178046023246,success
1,67,2.381129745283048,-0.22024459682133476,success
1,68,2.447733294846419,-0.12985734729395126,success
1,69,2.4638116756567023,-0.031078934871967057,success
1,70,2.4746473891240233,0.06833448674724883,success
1,71,2.449261516805697,0.16709501575742342,success
1,72,2.5210814010949307,0.255116872970639,success
1,73,2.4677234605107023,0.35553818473480064,success
1,74,2.448289489139456,0.4564612115906739,success
1,75,2.4934456401924883,0.552059554751632,success
1,76,2.480981545696525,0.6521522309547603,success
1,77,2.4568024748631707,0.7506498619988289,success
1,78,2.4549187077067014,0.8686668405720969,success
1,79,2.339198818369001,0.894622062780937,success
1,80,2.2676854511159394,0.9653730077112995,success
1,81,2.1538974630432612,0.9845532609211555,success
1,82,2.046604157543802,1.0143712188118803,success
1,83,1.9653871170298276,1.0739663306603526,success
1,84,1.9302207922521943,1.171387873289956,success
1,85,1.8978879325315356,1.2756272296321745,success
1,86,1.7866615091417035,1.289478832580034,success
2,1,-2.5,-0.15,success
