-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001,-4.800000000000001
-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995,-4.3999999999999995
-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2
-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003
-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996
-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004,-3.4000000000000004
-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006,-3.2000000000000006
