Lambda,OverApproximation_Percent,UnderApproximation_Percent
0.05,25.558427529802092,16.7123181976004
0.075,26.943404961228346,12.896878978434472
0.1,28.30909301338683,8.576058022452838
0.125,29.578334169206432,5.049959492303538
0.15,31.017321862582463,2.0562478299448324
0.175,32.151537363527645,0.12730990316731608
0.2,33.17773234057328,0.0
0.225,34.35052660005401,0.0
0.25,35.1491069017399,0.0
0.275,35.90525056903669,0.0
0.3,36.60738397438371,0.0
