x,y
0.7388280312786213,2.130096532696698
2.397655338270407,1.2393264712211296
2.6791688867744314,0.8623987590584459
2.765408762680276,0.5672812277200026
2.8221368854522764,0.9922783763532266
3.2918673573911468,-1.3979356789665855
3.152073789494488,-1.1303539636077273
3.0390383931337155,-0.949180304175179
2.9441203627161974,-1.3153730991788306
2.812583052798314,-1.3354559896655165
2.6790374538317625,-1.042667812249111
2.5747706726068516,-1.2555004974627182
2.4492206228605795,-1.1087237288497507
2.3383482499756045,-1.0964279999667144
2.228705449978933,-0.6837540543978375
2.1603300445391493,-0.4381252435641867
2.1165175201827306,-0.5117323779693332
2.0653442823857975,-0.7551916092923148
1.989825121456566,-0.6921650448070941
1.9206086169758567,-0.6698794281486653
1.8536206741609902,-0.9155573837259448
1.7620649357883957,-0.8365323183179239
1.6784117039566033,-1.2063548686325762
1.5577762170933458,-1.1706927234517124
1.4407069447481746,-0.7852094852690543
1.3621859962212692,-1.0922750603663962
1.2529584901846296,-1.1400666311431924
1.0262073352171943,-0.7214614210741424
0.9540611931097801,-0.7720390282117103
0.876857290288609,-0.5747889149064096
0.819378398797968,-0.5052083711924551
0.7688575616787225,-0.5721438833807445
0.7057773470522032,0.671916364455509
0.7729689834977541,0.5198774969442261
0.8249567331921768,0.48158882975091
0.8731156161672677,0.25760098950189303
0.898875715117457,-0.007739720190343968
0.8981017430984226,-0.17144764447611316
0.8809569786508114,-0.27810322285214506
0.8531466563655968,-0.0049753739562909405
0.8526491189699678,-0.26887453547835355
0.8257616654221324,0.014811981810415598
0.8272428636031739,0.2651515126769071
0.8537580148708646,0.22977426612352495
0.876735441483217,-0.022555896985299723
0.874479851784687,-0.28868511805382047
0.8456113399793049,0.029828690370913347
0.8485942090163963,0.2560355646678695
0.8741977654831832,0.1305455395613278
0.8872523194393159,-0.20481745186234296
0.8667705742530817,-0.15638010685718942
0.8511325635673628,-0.06559735854389497
0.8445728277129733,0.36611587220425384
0.8811844149333986,0.3749907661218507
0.9186834915455837,0.2845727105181109
0.9471407625973948,-0.1489739109623558
0.9322433715011592,-0.336465586143062
0.898596812886853,-0.3250773750511855
0.8660890753817344,-0.28753042488863445
0.837336032892871,-0.6765855956989637
0.7696774733229745,-0.6009911291803052
0.709578360404944,-0.6470372804310388
0.7649997148638847,1.0566939716017787
0.8706691120240626,0.8970409686594527
0.9603732088900079,1.3701525003460122
1.097388458924609,1.421138064395601
1.2395022653641692,1.4009052545604201
1.3795927908202112,1.279590984028429
1.5075518892230542,1.396816518726369
1.647233541095691,1.269976264403049
1.774231167535996,0.8516443185533826
1.8593955993913343,0.39229645822790365
1.8986252452141246,0.3476517521521553
1.9333904204293402,0.24678417070850606
1.9580688375001907,0.23038043062282154
1.9811068805624727,0.3560782905125351
2.0167147096137263,0.1637016947318834
2.0330848790869145,-0.08892274673670397
2.024192604413244,0.10256530559913146
2.034449134973157,0.2421148702454305
2.0586606219977,0.3204099077735953
2.0907016127750597,0.6766526228188092
2.1583668750569407,0.4374067476117398
2.202107549818115,0.5575988447864643
2.2578674342967613,0.6832703484800231
2.3261944691447636,0.4764911668586171
2.3738435858306253,0.7290809311884837
2.4467516789494734,1.2714692053964285
2.5738985994891164,0.9113832819037626
2.6650369276794925,0.8017640947273447
2.745213337152227,0.9583311711814585
2.841046454270373,0.7965421066906738
3.1762199777129676,0.6526421101294907
3.1754452892502494,-1.5895429501405092
3.0164909942361984,-1.5557410859424234
2.860916885641956,-1.8069856280707768
2.680218322834878,-1.7410068125129368
2.506117641583584,-1.5575108923136085
2.1499339484314066,-1.6811819629369271
1.981815752137714,-1.5330579660178074
1.6587902623282713,-1.2747004439063863
1.3939662089733276,-0.9782410235818553
1.296142106615142,-0.9436254389612626
1.2017795627190158,-0.7201545510855795
1.1297641076104579,-0.36290661265633634
1.0934734463448241,0.2504303236150945
1.1185164787063335,0.4120917857992934
1.1597256572862629,0.6334154668565832
1.2230672039719213,0.38034103318306767
1.261101307290228,0.10432132786403892
1.2715334400766318,-0.08521776677402837
1.263011663399229,-0.2402606171908359
1.2389856016801455,-0.5921830986403429
1.1797672918161113,-0.7942025741951683
1.1003470343965944,-0.6735393267043389
1.0329931017261604,-0.8524414330863794
0.9477489584175225,-0.9278372443665598
0.7079528601514775,-0.17787914637726315
0.7365113458357221,0.40352755434183624
0.7768641012699057,0.5391451788841319
0.8307786191583189,0.6948190849705862
0.9002605276553775,0.6392964900562933
0.9641901766610068,0.8345223982825675
1.0476424164892635,0.6322283839120093
1.1108652548804645,0.7588563216530883
1.1867508870457733,0.6881930132491917
1.2555701883706925,0.8226701823321041
1.3378372066039028,0.8436299967499243
1.4222002062788952,0.696621613998236
1.4918623676787188,0.4755808531887615
1.539420452997595,0.274146412922258
1.5668350942898208,0.17937360313479814
1.5847724546033006,0.2581801562341953
1.6105904702267202,0.12107492824860014
1.6226979630515803,0.019540173066444066
1.6246519803582247,0.39419728855653174
1.664071709213878,0.30025814169328646
1.6940975233832065,0.374472510867583
1.7315447744699648,0.5528863787467038
1.7868334123446352,1.0419549016298177
1.891028902507617,1.0277905283102824
1.9938079553386452,1.2708437577369738
2.1208923311123424,1.0857485759823091
2.2294671887105735,0.8475104552709087
2.3142182342376643,0.1770754276962021
2.3319257770072843,0.3164517199134679
2.363570948998631,0.29738508094564176
2.393309457093195,0.8068044036770394
2.473989897460899,0.784445935010289
2.552434490961928,0.4609561195869077
2.5985301029206185,0.5825295406402253
2.656783056984641,0.4727081887202411
2.704053875856665,0.16306496188572028
2.720360372045237,-0.20407544606885508
2.6999528274383517,-0.18779384360314927
2.6811734430780367,-0.25189224243759234
2.6559842188342775,0.07640291005483896
2.6636245098397615,-0.38955384953054595
2.624669124886707,-0.303772283430374
2.5942918965436697,-0.14082740036707123
2.5802091565069625,-0.2613886882231906
2.5540702876846435,-0.04007971770902738
2.5500623159137406,0.028999632840882902
2.552962279197829,0.00983528708969373
2.553945807906798,-0.03413155674307926
2.5505326522324903,-0.4396409890723891
2.5065685533252515,0.00892488875746894
2.5074610422009984,-0.3244665257740704
2.4750143896235914,-0.47401183379327466
2.427613206244264,-0.42734255815665256
2.3848789504285985,-0.3697277497200829
2.34790617545659,-0.6851603195729079
2.2793901434992994,-0.41130928411555817
2.2382592150877434,-0.4625768645879222
2.192001528628951,-0.7966233890683725
2.112339189722114,-0.9556542209449798
2.016773767627616,-1.4331772887289125
1.8734560387547246,-0.9898837639235905
1.7744676623623654,-1.3196014647131782
0.7806510250046951,-0.5872925260085303
0.721921772403842,-0.4134123317428139
0.7925143126972216,1.1649130313109222
0.9090056158283139,1.2191027857131131
1.0309158943996253,1.190301343742063
1.1499460287738317,1.3228268285752327
1.2822287116313549,1.2761328901656435
1.4098420006479193,1.5889138706743666
1.568733387715356,1.816645035570832
1.7503978912724392,1.7256925004375383
1.922967141316193,1.5072035111898314
3.299778863478747,-1.802240427355939
3.1195548207431534,-1.8433277021086163
2.9352220505322917,-1.983097916304379
2.736912258901854,-1.665913243007361
2.570320934601118,-1.458531365146587
2.424467798086459,-1.375478260276057
2.2869199720588536,-1.253023263382413
